players_id,games_id,id,competitions_id,clubs_id,goals,assists,minutes_played,yellow_cards,red_cards
62026,2469414,2469414_62026,DK1,1177,0,0,90,0,0
62026,2469422,2469422_62026,DK1,1177,0,0,90,0,0
44717,2469414,2469414_44717,DK1,1177,0,0,83,0,0
44717,2469422,2469422_44717,DK1,1177,0,0,90,0,0
155617,2469414,2469414_155617,DK1,1177,0,0,90,0,0
155617,2469422,2469422_155617,DK1,1177,0,0,90,0,0
23389,2469197,2469197_23389,ELQ,1101,0,0,90,0,0
23389,2473643,2473643_23389,ELQ,1101,0,0,104,0,0
23389,2479047,2479047_23389,ELQ,1101,0,0,36,0,0
83882,2469413,2469413_83882,DK1,5818,0,1,35,0,0
234375,2469413,2469413_234375,DK1,5818,0,0,55,0,0
234375,2469420,2469420_234375,DK1,5818,0,0,90,0,0
89188,2469413,2469413_89188,DK1,5818,2,0,90,0,0
83882,2469420,2469420_83882,DK1,5818,0,0,37,0,0
89188,2469420,2469420_89188,DK1,5818,0,0,90,0,0
48868,2469413,2469413_48868,DK1,5818,0,1,68,1,0
110271,2469413,2469413_110271,DK1,5818,0,0,90,0,0
48868,2469420,2469420_48868,DK1,5818,0,0,53,0,0
110271,2469420,2469420_110271,DK1,5818,0,0,70,0,0
22902,2469413,2469413_22902,DK1,5818,0,0,22,0,0
22902,2469420,2469420_22902,DK1,5818,0,0,20,0,0
62402,2469413,2469413_62402,DK1,5818,0,0,81,0,0
62402,2469420,2469420_62402,DK1,5818,1,0,90,0,0
40023,2469413,2469413_40023,DK1,5818,0,0,90,0,0
22519,2479066,2479066_22519,ELQ,206,0,0,76,0,0
40023,2469420,2469420_40023,DK1,5818,0,0,88,0,0
22519,2469415,2469415_22519,DK1,206,0,0,11,0,0
22519,2469422,2469422_22519,DK1,206,0,0,30,0,0
136142,2460507,2460507_136142,ELQ,271,0,0,80,0,0
136142,2460545,2460545_136142,ELQ,271,0,0,90,0,0
136142,2469206,2469206_136142,ELQ,271,0,0,90,1,0
136142,2473664,2473664_136142,ELQ,271,0,1,90,1,0
14962,2469414,2469414_14962,DK1,1177,0,0,12,0,0
14962,2469422,2469422_14962,DK1,1177,0,0,45,0,0
48897,2469414,2469414_48897,DK1,1177,0,0,7,0,0
48897,2469422,2469422_48897,DK1,1177,0,0,19,0,0
47769,2469414,2469414_47769,DK1,1177,0,0,78,0,0
47769,2469422,2469422_47769,DK1,1177,0,0,45,0,0
77259,2469411,2469411_77259,DK1,2778,0,0,90,0,0
98215,2469413,2469413_98215,DK1,5818,0,0,90,0,0
98215,2469420,2469420_98215,DK1,5818,0,0,90,0,0
103433,2469413,2469413_103433,DK1,5818,0,0,90,0,0
103433,2469420,2469420_103433,DK1,5818,0,0,90,0,0
15049,2469413,2469413_15049,DK1,5818,0,0,9,0,0
15049,2469420,2469420_15049,DK1,5818,0,0,2,0,0
20841,2469413,2469413_20841,DK1,5818,0,0,90,0,0
103128,2469413,2469413_103128,DK1,5818,0,0,90,0,0
20841,2469420,2469420_20841,DK1,5818,0,0,90,1,0
103128,2469420,2469420_103128,DK1,5818,0,0,90,1,0
141344,2460606,2460606_141344,CLQ,1189,0,0,5,0,0
141344,2460620,2460620_141344,CLQ,1189,0,0,17,0,0
62678,2469413,2469413_62678,DK1,5818,0,0,90,0,0
62678,2469420,2469420_62678,DK1,5818,0,0,90,0,0
182284,2469414,2469414_182284,DK1,1177,0,0,90,0,0
20843,2469414,2469414_20843,DK1,1177,0,0,90,0,0
182284,2469422,2469422_182284,DK1,1177,0,0,71,0,0
20843,2469422,2469422_20843,DK1,1177,0,0,90,0,0
265040,2469414,2469414_265040,DK1,1177,0,0,90,0,0
265040,2469422,2469422_265040,DK1,1177,0,0,90,0,0
89197,2469414,2469414_89197,DK1,1177,0,0,90,0,0
89197,2469422,2469422_89197,DK1,1177,0,0,90,0,0
37227,2469414,2469414_37227,DK1,1177,0,0,90,0,0
37227,2469422,2469422_37227,DK1,1177,0,0,90,0,0
46004,2469414,2469414_46004,DK1,1177,0,0,40,0,0
46004,2469422,2469422_46004,DK1,1177,0,0,4,0,0
22495,2469414,2469414_22495,DK1,1177,0,0,50,0,0
22495,2469422,2469422_22495,DK1,1177,0,0,86,0,0
15125,2469414,2469414_15125,DK1,1177,0,0,90,0,0
15125,2469422,2469422_15125,DK1,1177,0,0,90,0,0
47571,2460577,2460577_47571,ELQ,7769,0,0,58,0,0
47571,2460584,2460584_47571,ELQ,7769,0,0,69,0,0
47571,2479057,2479057_47571,ELQ,7769,0,0,55,0,0
53228,2460598,2460598_53228,CLQ,713,0,0,70,0,0
53228,2460612,2460612_53228,CLQ,713,1,0,62,1,0
53228,2478423,2478423_53228,CLQ,713,0,0,90,0,0
349917,3376111,3376111_349917,RUP,19958,0,0,90,0,0
349917,3283404,3283404_349917,RUP,19958,0,0,90,1,0
78332,2469212,2469212_78332,ELQ,10695,0,0,77,0,0
78332,2473645,2473645_78332,ELQ,10695,1,0,85,0,0
78332,2479062,2479062_78332,ELQ,10695,0,1,90,0,0
94922,2477177,2477177_94922,UKR1,6993,0,0,90,0,0
44084,2460600,2460600_44084,CLQ,10157,0,0,90,0,0
44084,2460613,2460613_44084,CLQ,10157,0,0,90,0,0
44084,2478424,2478424_44084,CLQ,10157,1,0,90,0,0
27017,2460509,2460509_27017,ELQ,10482,0,0,90,0,0
27017,2460547,2460547_27017,ELQ,10482,0,0,90,0,0
27017,2469189,2469189_27017,ELQ,10482,0,0,90,0,0
27017,2473673,2473673_27017,ELQ,10482,0,0,90,0,0
153735,2460508,2460508_153735,ELQ,18506,1,0,90,0,0
153735,2460546,2460546_153735,ELQ,18506,1,0,90,0,0
153735,2469209,2469209_153735,ELQ,18506,0,0,90,0,0
153735,2473637,2473637_153735,ELQ,18506,0,0,58,1,0
153735,2479050,2479050_153735,ELQ,18506,0,0,90,0,0
162569,2479052,2479052_162569,ELQ,416,0,0,20,0,0
46415,2460608,2460608_46415,CLQ,419,0,1,90,1,0
46415,2478434,2478434_46415,CLQ,419,0,0,45,0,0
87162,2479066,2479066_87162,ELQ,206,0,0,90,0,0
87162,2469415,2469415_87162,DK1,206,1,0,90,1,0
87162,2469422,2469422_87162,DK1,206,0,0,90,0,0
23345,2479052,2479052_23345,ELQ,416,1,0,70,0,0
167501,2479067,2479067_167501,ELQ,3060,0,0,22,0,0
47513,2469188,2469188_47513,ELQ,144,0,0,57,0,0
47513,2473666,2473666_47513,ELQ,144,0,0,69,1,0
47513,2479061,2479061_47513,ELQ,144,0,0,68,0,0
73846,2478430,2478430_73846,CLQ,3057,0,0,29,0,0
87463,2479052,2479052_87463,ELQ,416,2,0,90,0,0
63899,2465477,2465477_63899,CLQ,197,0,2,69,0,0
63899,2478421,2478421_63899,CLQ,197,0,1,90,1,0
55978,2460600,2460600_55978,CLQ,663,0,0,66,0,0
55978,2460613,2460613_55978,CLQ,663,0,0,63,0,0
55976,2460600,2460600_55976,CLQ,663,0,0,90,0,0
55976,2460613,2460613_55976,CLQ,663,0,0,90,1,0
17976,2469193,2469193_17976,ELQ,829,0,0,82,0,0
73097,2479052,2479052_73097,ELQ,416,0,0,84,0,0
22203,2479052,2479052_22203,ELQ,416,0,1,90,0,0
201040,2479052,2479052_201040,ELQ,416,0,0,16,0,0
42345,2479052,2479052_42345,ELQ,416,0,1,62,0,1
113045,2479052,2479052_113045,ELQ,416,0,0,6,0,0
21972,2479052,2479052_21972,ELQ,416,0,0,90,0,0
5946,2479052,2479052_5946,ELQ,416,0,1,90,0,0
5755,2479052,2479052_5755,ELQ,416,0,0,90,0,0
46552,2479052,2479052_46552,ELQ,416,0,0,90,0,0
27807,2479052,2479052_27807,ELQ,416,0,0,90,0,0
145602,2479066,2479066_145602,ELQ,2282,1,0,83,0,0
145602,2469867,2469867_145602,BE1,2282,1,0,90,0,0
79642,2479065,2479065_79642,ELQ,39,1,0,90,0,0
75446,2469198,2469198_75446,ELQ,6676,0,0,90,0,0
75446,2460581,2460581_75446,ELQ,6676,2,0,90,0,0
75446,2479065,2479065_75446,ELQ,6676,0,0,90,0,0
85352,2479065,2479065_85352,ELQ,39,0,0,90,0,0
55519,2479065,2479065_55519,ELQ,39,0,0,90,0,0
91841,2479065,2479065_91841,ELQ,39,0,1,78,0,0
15045,2479065,2479065_15045,ELQ,39,0,0,12,0,0
34787,2479065,2479065_34787,ELQ,39,0,0,62,0,0
89650,2479065,2479065_89650,ELQ,39,0,0,90,0,0
43984,2479065,2479065_43984,ELQ,39,0,0,28,0,0
50577,2478427,2478427_50577,CLQ,190,0,0,90,0,0
50577,2469414,2469414_50577,DK1,190,0,0,90,0,0
50577,2469419,2469419_50577,DK1,190,0,1,90,0,0
111900,2479065,2479065_111900,ELQ,39,0,0,70,0,0
40429,2479065,2479065_40429,ELQ,39,0,0,90,0,0
35383,2479065,2479065_35383,ELQ,39,0,0,20,0,0
82350,2479065,2479065_82350,ELQ,39,0,0,90,0,0
85864,2479065,2479065_85864,ELQ,39,0,0,90,0,0
127826,2479067,2479067_127826,ELQ,3060,0,0,90,0,0
43518,2479067,2479067_43518,ELQ,3060,0,0,61,0,0
25841,2479067,2479067_25841,ELQ,3060,0,0,68,1,0
96817,2479067,2479067_96817,ELQ,3060,0,1,29,1,0
58697,2479067,2479067_58697,ELQ,3060,0,1,90,0,0
51984,2479067,2479067_51984,ELQ,3060,0,0,90,0,0
1139,2479065,2479065_1139,ELQ,39,0,0,90,1,0
98101,2479052,2479052_98101,ELQ,416,0,0,74,0,0
45858,2479051,2479051_45858,ELQ,121,0,0,54,0,0
55143,2469198,2469198_55143,ELQ,6676,0,0,90,0,0
55143,2460581,2460581_55143,ELQ,6676,0,0,69,0,0
133542,2460581,2460581_133542,ELQ,6676,0,1,75,0,0
133542,2479065,2479065_133542,ELQ,6676,0,0,90,0,0
162571,2469198,2469198_162571,ELQ,6676,0,0,65,0,0
162571,2460581,2460581_162571,ELQ,6676,1,0,18,0,0
67235,2469198,2469198_67235,ELQ,6676,0,1,73,0,0
67235,2460581,2460581_67235,ELQ,6676,0,0,90,0,0
67235,2479065,2479065_67235,ELQ,6676,0,0,64,0,0
42732,2479065,2479065_42732,ELQ,6676,0,0,12,0,0
127236,2469198,2469198_127236,ELQ,6676,0,0,17,0,0
127236,2460581,2460581_127236,ELQ,6676,0,0,15,0,0
127236,2479065,2479065_127236,ELQ,6676,0,0,72,0,0
29073,2469198,2469198_29073,ELQ,6676,0,0,90,0,0
29073,2460581,2460581_29073,ELQ,6676,0,0,90,1,0
5336,2479065,2479065_5336,ELQ,6676,0,0,18,0,0
157543,2469198,2469198_157543,ELQ,6676,0,0,90,0,0
157543,2460581,2460581_157543,ELQ,6676,1,0,72,0,0
157543,2479065,2479065_157543,ELQ,6676,0,0,90,0,0
27494,2469198,2469198_27494,ELQ,6676,0,0,1,0,0
27494,2479065,2479065_27494,ELQ,6676,0,0,90,0,0
99691,2469198,2469198_99691,ELQ,6676,0,0,90,1,0
99691,2460581,2460581_99691,ELQ,6676,0,0,90,0,0
99691,2479065,2479065_99691,ELQ,6676,0,0,90,0,0
52045,2469198,2469198_52045,ELQ,6676,0,0,90,1,0
52045,2460581,2460581_52045,ELQ,6676,0,0,90,0,0
52045,2479065,2479065_52045,ELQ,6676,0,0,90,0,0
34756,2469198,2469198_34756,ELQ,6676,0,0,90,0,0
34756,2460581,2460581_34756,ELQ,6676,0,0,90,0,0
34756,2479065,2479065_34756,ELQ,6676,0,0,90,1,0
51288,2469198,2469198_51288,ELQ,6676,1,0,90,0,0
51288,2460581,2460581_51288,ELQ,6676,0,0,90,0,0
51288,2479065,2479065_51288,ELQ,6676,0,0,26,0,0
24226,2469198,2469198_24226,ELQ,6676,0,0,90,0,0
24226,2460581,2460581_24226,ELQ,6676,0,0,90,0,0
139546,2479065,2479065_139546,ELQ,6676,0,0,90,0,0
124025,2469198,2469198_124025,ELQ,6676,0,0,25,1,0
124025,2460581,2460581_124025,ELQ,6676,0,1,21,0,0
124025,2479065,2479065_124025,ELQ,6676,0,0,78,0,0
74300,2469872,2469872_74300,BE1,58,0,0,69,0,0
74300,2639088,2639088_74300,BESC,58,0,0,90,0,0
96454,2479066,2479066_96454,ELQ,2282,0,2,90,1,0
96454,2469867,2469867_96454,BE1,2282,0,0,15,0,0
111061,2469873,2469873_111061,BE1,601,0,0,90,0,0
122945,2479513,2479513_122945,POCP,976,0,0,73,0,0
122945,2479521,2479521_122945,POCP,976,0,0,90,1,0
120501,2479059,2479059_120501,ELQ,24326,0,0,12,0,0
159003,2479067,2479067_159003,ELQ,3060,0,0,1,0,0
22810,2479067,2479067_22810,ELQ,3060,1,0,90,0,0
30428,2479067,2479067_30428,ELQ,3060,0,0,90,0,0
3201,2479067,2479067_3201,ELQ,3060,0,0,90,1,0
18927,2479067,2479067_18927,ELQ,3060,1,0,90,0,0
34289,2479067,2479067_34289,ELQ,3060,0,0,90,0,0
17232,2479067,2479067_17232,ELQ,3060,0,0,90,0,0
75287,2470812,2470812_75287,RUSS,2410,1,1,90,0,0
63487,2478430,2478430_63487,CLQ,265,0,0,19,0,0
2874,2478430,2478430_2874,CLQ,265,0,0,64,0,0
173589,2478430,2478430_173589,CLQ,265,0,0,5,0,0
30418,2478430,2478430_30418,CLQ,265,0,0,90,1,0
131664,2478430,2478430_131664,CLQ,265,0,0,85,0,0
131161,2478430,2478430_131161,CLQ,265,0,0,90,0,0
68418,2478430,2478430_68418,CLQ,265,0,0,90,1,0
16913,2478430,2478430_16913,CLQ,265,0,0,71,1,0
25617,2478430,2478430_25617,CLQ,265,0,0,26,0,0
58018,2478430,2478430_58018,CLQ,265,0,0,90,0,0
96452,2478430,2478430_96452,CLQ,265,0,0,90,0,0
185691,2478430,2478430_185691,CLQ,265,0,0,90,0,0
9698,2478430,2478430_9698,CLQ,265,0,0,90,0,0
38870,2478430,2478430_38870,CLQ,265,0,0,90,0,0
156617,2460608,2460608_156617,CLQ,419,0,0,90,1,0
156617,2460622,2460622_156617,CLQ,419,0,0,67,1,0
156617,2478434,2478434_156617,CLQ,419,1,0,90,0,0
133829,2460511,2460511_133829,ELQ,420,1,0,90,0,0
133829,2460549,2460549_133829,ELQ,420,0,0,90,0,0
133829,2469210,2469210_133829,ELQ,420,0,0,90,0,0
133829,2473639,2473639_133829,ELQ,420,0,0,90,1,0
133829,2479063,2479063_133829,ELQ,420,0,0,90,0,0
47389,2469210,2469210_47389,ELQ,420,0,0,90,0,0
47389,2473639,2473639_47389,ELQ,420,0,0,90,0,0
47389,2479063,2479063_47389,ELQ,420,0,0,90,0,0
216597,2470374,2470374_216597,ELQ,20,0,0,40,0,0
251106,2469211,2469211_251106,ELQ,20,0,0,34,1,0
251106,2470374,2470374_251106,ELQ,20,0,0,80,0,0
83886,2469211,2469211_83886,ELQ,20,0,0,56,1,0
37899,2469211,2469211_37899,ELQ,20,0,0,45,0,0
56386,2469211,2469211_56386,ELQ,20,0,0,90,0,0
56386,2470374,2470374_56386,ELQ,20,0,0,120,1,0
45168,2469211,2469211_45168,ELQ,20,0,0,90,0,0
45168,2470374,2470374_45168,ELQ,20,0,0,120,0,0
114143,2469211,2469211_114143,ELQ,20,0,0,82,1,0
114143,2470374,2470374_114143,ELQ,20,0,0,53,0,0
26460,2469211,2469211_26460,ELQ,20,0,0,90,0,0
58602,2470375,2470375_58602,CLQ,114,1,0,90,0,0
45671,2470375,2470375_45671,CLQ,114,0,0,1,0,0
40205,2470375,2470375_40205,CLQ,114,0,0,31,0,0
36200,2470375,2470375_36200,CLQ,114,0,0,75,0,0
146844,2470375,2470375_146844,CLQ,114,1,0,89,1,0
16101,2470375,2470375_16101,CLQ,114,0,0,90,1,0
77966,2470375,2470375_77966,CLQ,114,0,1,59,0,0
77710,2470375,2470375_77710,CLQ,114,0,0,90,0,0
35275,2470375,2470375_35275,CLQ,114,0,0,90,1,0
74641,2470375,2470375_74641,CLQ,114,0,0,15,0,0
55270,2470375,2470375_55270,CLQ,114,0,0,90,1,0
171376,2473648,2473648_171376,ELQ,272,0,0,90,0,0
171376,2479045,2479045_171376,ELQ,272,0,0,90,1,0
118998,2470375,2470375_118998,CLQ,114,0,0,90,0,0
44982,2470375,2470375_44982,CLQ,114,0,0,90,0,0
16816,2470375,2470375_16816,CLQ,114,0,0,90,0,0
236471,2469211,2469211_236471,ELQ,20,0,0,8,0,0
30476,2470374,2470374_30476,ELQ,20,0,0,120,0,0
236471,2470374,2470374_236471,ELQ,20,0,0,67,0,0
169873,2469211,2469211_169873,ELQ,20,0,0,90,0,0
169873,2470374,2470374_169873,ELQ,20,0,0,94,2,0
56640,2469211,2469211_56640,ELQ,20,0,0,45,0,0
56640,2470374,2470374_56640,ELQ,20,0,0,120,0,0
58660,2469211,2469211_58660,ELQ,20,0,0,90,0,0
136834,2469211,2469211_136834,ELQ,20,0,0,90,0,0
58660,2470374,2470374_58660,ELQ,20,0,0,120,0,0
136834,2470374,2470374_136834,ELQ,20,0,0,120,0,0
30757,2469211,2469211_30757,ELQ,20,0,0,90,0,0
30757,2470374,2470374_30757,ELQ,20,0,0,120,0,0
85213,2469211,2469211_85213,ELQ,20,0,0,90,0,0
85213,2470374,2470374_85213,ELQ,20,0,0,120,0,0
44726,2478434,2478434_44726,CLQ,1053,0,0,90,0,0
44726,2469412,2469412_44726,DK1,1053,0,0,82,0,0
44726,2469418,2469418_44726,DK1,1053,1,1,90,0,0
155960,2478434,2478434_155960,CLQ,1053,0,0,73,0,0
155960,2469412,2469412_155960,DK1,1053,0,0,68,0,0
155960,2469418,2469418_155960,DK1,1053,0,0,64,0,0
102132,2478434,2478434_102132,CLQ,1053,0,0,17,0,0
102132,2469412,2469412_102132,DK1,1053,0,0,22,0,0
102132,2469418,2469418_102132,DK1,1053,1,0,26,0,0
37221,2478434,2478434_37221,CLQ,1053,0,0,73,0,0
37221,2469412,2469412_37221,DK1,1053,0,0,75,0,0
37221,2469418,2469418_37221,DK1,1053,0,0,74,1,0
222972,2478434,2478434_222972,CLQ,1053,0,0,17,0,0
222972,2469418,2469418_222972,DK1,1053,0,0,10,0,0
309414,2469418,2469418_309414,DK1,1053,0,0,80,0,0
229797,2469412,2469412_229797,DK1,1053,0,0,15,0,0
15128,2478434,2478434_15128,CLQ,1053,0,0,45,0,0
15128,2469412,2469412_15128,DK1,1053,0,0,90,0,0
15128,2469418,2469418_15128,DK1,1053,0,0,90,0,0
15118,2478434,2478434_15118,CLQ,1053,0,0,90,0,0
15118,2469412,2469412_15118,DK1,1053,0,0,90,1,0
15118,2469418,2469418_15118,DK1,1053,0,0,90,0,0
201497,2478434,2478434_201497,CLQ,1053,0,0,45,0,0
102142,2478434,2478434_102142,CLQ,1053,0,0,90,0,0
102142,2469412,2469412_102142,DK1,1053,0,0,90,0,0
102142,2469418,2469418_102142,DK1,1053,0,0,16,0,0
37222,2478434,2478434_37222,CLQ,1053,0,0,90,0,0
37222,2469412,2469412_37222,DK1,1053,0,0,90,0,0
37222,2469418,2469418_37222,DK1,1053,0,0,90,0,0
39373,2469413,2469413_39373,DK1,173,0,0,90,0,0
39373,2469417,2469417_39373,DK1,173,0,0,78,0,0
99106,2469413,2469413_99106,DK1,173,0,0,90,0,0
213265,2469417,2469417_213265,DK1,173,0,0,67,0,0
99106,2469417,2469417_99106,DK1,173,1,0,90,0,0
237436,2469417,2469417_237436,DK1,173,0,0,12,0,0
20854,2469413,2469413_20854,DK1,173,0,0,90,1,0
20854,2469417,2469417_20854,DK1,173,0,0,45,0,0
70544,2469413,2469413_70544,DK1,173,0,0,77,0,0
70544,2469417,2469417_70544,DK1,173,0,0,90,0,0
43010,2469413,2469413_43010,DK1,173,0,0,90,0,0
43010,2469417,2469417_43010,DK1,173,0,0,90,0,0
42948,2469413,2469413_42948,DK1,173,0,1,90,0,0
42948,2469417,2469417_42948,DK1,173,0,0,90,0,0
93687,2469413,2469413_93687,DK1,173,0,0,45,0,0
89200,2469413,2469413_89200,DK1,173,0,0,90,0,0
89200,2469417,2469417_89200,DK1,173,0,0,23,0,0
106039,2469413,2469413_106039,DK1,173,0,0,13,0,0
161244,2469417,2469417_161244,DK1,173,0,0,90,0,0
91851,2478427,2478427_91851,CLQ,190,0,0,71,0,0
91851,2469414,2469414_91851,DK1,190,0,0,58,0,0
91851,2469419,2469419_91851,DK1,190,0,0,24,0,0
203412,2478427,2478427_203412,CLQ,190,0,0,90,0,0
203412,2469414,2469414_203412,DK1,190,0,0,90,0,0
203412,2469419,2469419_203412,DK1,190,0,0,90,0,0
100399,2478427,2478427_100399,CLQ,190,0,0,86,0,0
100399,2469414,2469414_100399,DK1,190,0,0,90,0,0
100399,2469419,2469419_100399,DK1,190,1,0,66,0,0
135215,2478427,2478427_135215,CLQ,190,0,0,78,0,0
135215,2469419,2469419_135215,DK1,190,0,1,90,0,0
164658,2478427,2478427_164658,CLQ,190,0,0,12,0,0
164658,2469414,2469414_164658,DK1,190,0,0,45,0,0
164658,2469419,2469419_164658,DK1,190,0,0,80,0,0
41818,2478427,2478427_41818,CLQ,190,0,0,4,0,0
41818,2469414,2469414_41818,DK1,190,0,0,70,1,0
41818,2469419,2469419_41818,DK1,190,0,0,62,0,0
272855,2469415,2469415_272855,DK1,865,1,0,8,0,0
272855,2469418,2469418_272855,DK1,865,0,0,16,1,0
204143,2469412,2469412_204143,DK1,1053,0,0,8,0,0
